lr_precision,lr_recall,tree_precision,tree_recall,rf_precision,rf_recall,svc_precision,svc_recall,gbc_precision,gbc_recall
0.15279503105590062,1.0,0.15279503105590062,1.0,0.15279503105590062,1.0,0.15279503105590062,1.0,0.15279503105590062,1.0
0.15298507462686567,1.0,0.1628838451268358,0.991869918699187,0.15298507462686567,1.0,0.15298507462686567,1.0,0.15298507462686567,1.0
0.15317559153175592,1.0,0.2649164677804296,0.9024390243902439,0.15317559153175592,1.0,0.15317559153175592,1.0,0.15336658354114713,1.0
0.15336658354114713,1.0,0.3702290076335878,0.7886178861788617,0.15336658354114713,1.0,0.15336658354114713,1.0,0.15355805243445692,1.0
0.15355805243445692,1.0,0.7263157894736842,0.5609756097560976,0.15355805243445692,1.0,0.15355805243445692,1.0,0.15375,1.0
0.15375,1.0,0.7840909090909091,0.5609756097560976,0.15375,1.0,0.15375,1.0,0.1539424280350438,1.0
0.1539424280350438,1.0,0.88,0.17886178861788618,0.1539424280350438,1.0,0.1539424280350438,1.0,0.15413533834586465,1.0
0.15413533834586465,1.0,1.0,0.0,0.15413533834586465,1.0,0.15413533834586465,1.0,0.15432873274780426,1.0
0.15432873274780426,1.0,,,0.15432873274780426,1.0,0.15432873274780426,1.0,0.15326633165829145,0.991869918699187
0.15452261306532664,1.0,,,0.15452261306532664,1.0,0.15452261306532664,1.0,0.15345911949685534,0.991869918699187
0.15471698113207547,1.0,,,0.15471698113207547,1.0,0.15471698113207547,1.0,0.15365239294710328,0.991869918699187
0.15491183879093198,1.0,,,0.15491183879093198,1.0,0.15491183879093198,1.0,0.15404040404040403,0.991869918699187
0.15510718789407313,1.0,,,0.15510718789407313,1.0,0.15510718789407313,1.0,0.15423514538558786,0.991869918699187
0.1553030303030303,1.0,,,0.1553030303030303,1.0,0.1553030303030303,1.0,0.15443037974683543,0.991869918699187
0.1554993678887484,1.0,,,0.1554993678887484,1.0,0.1554993678887484,1.0,0.15462610899873258,0.991869918699187
0.15569620253164557,1.0,,,0.15569620253164557,1.0,0.15443037974683543,0.991869918699187,0.1548223350253807,0.991869918699187
0.155893536121673,1.0,,,0.155893536121673,1.0,0.15462610899873258,0.991869918699187,0.15501905972045743,0.991869918699187
0.1548223350253807,0.991869918699187,,,0.15609137055837563,1.0,0.1548223350253807,0.991869918699187,0.15521628498727735,0.991869918699187
0.15501905972045743,0.991869918699187,,,0.156289707750953,1.0,0.15501905972045743,0.991869918699187,0.1554140127388535,0.991869918699187
0.15521628498727735,0.991869918699187,,,0.15668789808917197,1.0,0.15521628498727735,0.991869918699187,0.1556122448979592,0.991869918699187
0.1554140127388535,0.991869918699187,,,0.1568877551020408,1.0,0.1554140127388535,0.991869918699187,0.1558109833971903,0.991869918699187
0.1556122448979592,0.991869918699187,,,0.15708812260536398,1.0,0.1556122448979592,0.991869918699187,0.15601023017902813,0.991869918699187
0.1558109833971903,0.991869918699187,,,0.15728900255754474,1.0,0.1558109833971903,0.991869918699187,0.15620998719590268,0.991869918699187
0.15601023017902813,0.991869918699187,,,0.15749039692701663,1.0,0.15601023017902813,0.991869918699187,0.1564102564102564,0.991869918699187
0.15620998719590268,0.991869918699187,,,0.1576923076923077,1.0,0.15620998719590268,0.991869918699187,0.15661103979460847,0.991869918699187
0.1564102564102564,0.991869918699187,,,0.15789473684210525,1.0,0.1564102564102564,0.991869918699187,0.15681233933161953,0.991869918699187
0.15661103979460847,0.991869918699187,,,0.15809768637532134,1.0,0.15661103979460847,0.991869918699187,0.15701415701415702,0.991869918699187
0.15681233933161953,0.991869918699187,,,0.1583011583011583,1.0,0.15681233933161953,0.991869918699187,0.15721649484536082,0.991869918699187
0.15701415701415702,0.991869918699187,,,0.15850515463917525,1.0,0.15701415701415702,0.991869918699187,0.15741935483870967,0.991869918699187
0.15721649484536082,0.991869918699187,,,0.15870967741935485,1.0,0.15721649484536082,0.991869918699187,0.15762273901808785,0.991869918699187
0.15741935483870967,0.991869918699187,,,0.15891472868217055,1.0,0.15741935483870967,0.991869918699187,0.15782664941785252,0.991869918699187
0.15762273901808785,0.991869918699187,,,0.1591203104786546,1.0,0.15762273901808785,0.991869918699187,0.15803108808290156,0.991869918699187
0.15782664941785252,0.991869918699187,,,0.15932642487046633,1.0,0.15782664941785252,0.991869918699187,0.1582360570687419,0.991869918699187
0.15803108808290156,0.991869918699187,,,0.15953307392996108,1.0,0.15803108808290156,0.991869918699187,0.15844155844155844,0.991869918699187
0.1582360570687419,0.991869918699187,,,0.15974025974025974,1.0,0.1582360570687419,0.991869918699187,0.15864759427828348,0.991869918699187
0.15844155844155844,0.991869918699187,,,0.1599479843953186,1.0,0.15844155844155844,0.991869918699187,0.1590612777053455,0.991869918699187
0.15864759427828348,0.991869918699187,,,0.16015625,1.0,0.15864759427828348,0.991869918699187,0.15926892950391644,0.991869918699187
0.15885416666666666,0.991869918699187,,,0.16036505867014342,1.0,0.15885416666666666,0.991869918699187,0.15947712418300652,0.991869918699187
0.1590612777053455,0.991869918699187,,,0.16057441253263707,1.0,0.1590612777053455,0.991869918699187,0.15968586387434555,0.991869918699187
0.15926892950391644,0.991869918699187,,,0.1607843137254902,1.0,0.15926892950391644,0.991869918699187,0.1598951507208388,0.991869918699187
0.15947712418300652,0.991869918699187,,,0.16099476439790575,1.0,0.15947712418300652,0.991869918699187,0.16010498687664043,0.991869918699187
0.15968586387434555,0.991869918699187,,,0.16120576671035386,1.0,0.15968586387434555,0.991869918699187,0.16031537450722733,0.991869918699187
0.1598951507208388,0.991869918699187,,,0.16141732283464566,1.0,0.1598951507208388,0.991869918699187,0.16073781291172595,0.991869918699187
0.16010498687664043,0.991869918699187,,,0.1616294349540079,1.0,0.16010498687664043,0.991869918699187,0.16094986807387862,0.991869918699187
0.16031537450722733,0.991869918699187,,,0.1618421052631579,1.0,0.16031537450722733,0.991869918699187,0.16116248348745046,0.991869918699187
0.16052631578947368,0.991869918699187,,,0.16205533596837945,1.0,0.16052631578947368,0.991869918699187,0.16137566137566137,0.991869918699187
0.16073781291172595,0.991869918699187,,,0.16226912928759896,1.0,0.16073781291172595,0.991869918699187,0.16158940397350993,0.991869918699187
0.16094986807387862,0.991869918699187,,,0.16248348745046234,1.0,0.16094986807387862,0.991869918699187,0.16180371352785147,0.991869918699187
0.16116248348745046,0.991869918699187,,,0.1626984126984127,1.0,0.16116248348745046,0.991869918699187,0.16201859229747675,0.991869918699187
0.16137566137566137,0.991869918699187,,,0.1629139072847682,1.0,0.16137566137566137,0.991869918699187,0.1622340425531915,0.991869918699187
0.16158940397350993,0.991869918699187,,,0.16312997347480107,1.0,0.16158940397350993,0.991869918699187,0.16245006657789615,0.991869918699187
0.16180371352785147,0.991869918699187,,,0.16334661354581673,1.0,0.16180371352785147,0.991869918699187,0.16266666666666665,0.991869918699187
0.16201859229747675,0.991869918699187,,,0.16356382978723405,1.0,0.16201859229747675,0.991869918699187,0.1628838451268358,0.991869918699187
0.1622340425531915,0.991869918699187,,,0.16245006657789615,0.991869918699187,0.1622340425531915,0.991869918699187,0.16310160427807488,0.991869918699187
0.16245006657789615,0.991869918699187,,,0.16266666666666665,0.991869918699187,0.16245006657789615,0.991869918699187,0.16331994645247658,0.991869918699187
0.16266666666666665,0.991869918699187,,,0.1628838451268358,0.991869918699187,0.16266666666666665,0.991869918699187,0.16353887399463807,0.991869918699187
0.1628838451268358,0.991869918699187,,,0.16310160427807488,0.991869918699187,0.1628838451268358,0.991869918699187,0.16375838926174496,0.991869918699187
